Kecamatan,year,CH_DJF,R10_DJF,R20_DJF,SPI_DJF,CH_JJA,R10_JJA,R20_JJA,SPI_JJA
Nagrak,2009,1041.1,45.63,15.42,0.24,241.77,8.73,3.36,0.1
Nagrak,2010,1020.57,45.93,12.58,-0.15,731.01,26.52,11.58,1.16
Nagrak,2011,756.36,35.64,4.22,-1.08,196.27,7.81,3.65,-0.38
Nagrak,2012,848.79,30.85,5.89,-0.33,179.64,6.8,1.17,-0.27
Nagrak,2013,1157.34,47.72,18.19,0.92,578.67,20.76,8.95,1.3
Nagrak,2014,1527.04,56.52,30.98,1.57,523.14,20.08,9.68,0.8
Nagrak,2015,1154.6,47.52,22.15,0.17,141.21,5.18,2.32,-1.45
Nagrak,2016,958.22,42.52,14.48,-0.92,815.58,30.51,16.35,1.99
Nagrak,2017,772.45,31.8,6.65,0.6,365.06,15.49,6.92,0.68
Nagrak,2018,850.95,35.42,9.1,0.23,141.63,5.54,2.15,-0.81
Nagrak,2019,881.83,39.46,8.61,-0.17,87.07,4.64,0.09,-1.37
Nagrak,2020,1127.62,44.16,19.32,-0.37,334.54,10.61,5.41,0.41
Nagrak,2021,1014.36,41.8,14.72,-0.05,475.0,18.31,6.96,0.55
Nagrak,2022,786.04,31.89,6.99,0.28,627.47,23.57,10.75,1.01
Nagrak,2023,925.59,36.26,11.28,0.42,271.24,10.86,3.94,-0.14
Nagrak,2024,820.73,34.19,6.24,-0.61,369.05,14.32,7.06,0.11
Nagrak,2025,1022.13,41.21,14.8,0.98,775.38,31.19,15.44,1.39
Nagrak,2026,435.58,19.1,7.38,0.73,,,,
Nyalindung,1996,625.8,30.51,6.3,,337.96,14.2,6.72,-0.64
Nyalindung,1997,1176.75,42.42,23.68,0.06,142.07,5.14,2.34,-1.08
Nyalindung,1998,826.33,33.05,10.23,-1.2,682.84,25.3,13.51,1.11
Nyalindung,1999,1017.6,46.53,10.85,0.13,178.46,6.16,4.07,-1.08
Nyalindung,2000,1109.07,46.11,16.75,0.13,313.48,10.71,5.58,0.15
Nyalindung,2001,1086.58,48.56,20.04,0.69,361.94,12.93,5.76,0.35
Nyalindung,2002,850.16,34.3,12.56,0.15,310.38,8.65,6.1,-0.38
Nyalindung,2003,855.7,37.45,10.32,-1.48,170.99,4.86,2.26,-1.81
Nyalindung,2004,905.73,42.86,8.2,-0.45,288.18,13.1,4.93,-0.25
Nyalindung,2005,1208.85,53.16,20.89,0.12,547.68,18.65,10.42,0.28
Nyalindung,2006,1134.26,57.54,12.42,0.0,177.68,7.13,3.26,-0.74
Nyalindung,2007,956.26,41.63,15.13,-1.22,303.15,10.72,4.61,0.04
Nyalindung,2008,1543.89,56.49,29.26,1.93,190.78,6.86,4.33,-1.12
Nyalindung,2009,1049.46,41.9,16.72,0.25,258.3,9.8,5.11,0.05
Nyalindung,2010,1054.76,50.07,10.78,-0.07,897.7,30.74,19.48,1.29
Nyalindung,2011,771.56,35.61,4.84,-0.99,218.55,8.21,3.22,-0.41
Nyalindung,2012,884.38,36.75,7.6,-0.3,201.98,6.29,2.15,-0.3
Nyalindung,2013,1185.87,52.18,20.08,0.98,720.06,22.76,14.88,1.45
Nyalindung,2014,1474.64,55.43,32.32,1.2,650.07,20.25,11.82,0.88
Nyalindung,2015,1168.85,51.74,22.04,0.26,150.73,5.74,1.91,-1.42
Nyalindung,2016,982.82,44.73,14.13,-0.97,1002.5,35.34,19.4,2.0
Nyalindung,2017,775.45,33.87,7.11,0.53,443.24,15.07,8.98,0.7
Nyalindung,2018,838.67,37.65,7.42,0.18,166.92,7.14,2.58,-0.81
Nyalindung,2019,856.1,40.24,5.4,-0.55,97.54,3.37,1.06,-1.5
Nyalindung,2020,1144.0,47.28,20.88,-0.45,398.67,10.94,4.99,0.59
Nyalindung,2021,1016.97,39.3,15.76,-0.08,545.29,19.79,10.44,0.52
Nyalindung,2022,801.32,35.93,5.13,0.36,709.32,27.64,12.49,0.95
Nyalindung,2023,919.7,35.86,9.1,0.37,286.58,9.36,4.25,-0.33
Nyalindung,2024,824.18,40.72,6.0,-0.78,457.72,15.3,8.58,0.22
Nyalindung,2025,1033.27,40.03,12.45,0.91,851.88,33.08,20.4,1.27
Nyalindung,2026,427.76,20.2,8.44,0.77,,,,
Pabuaran,1996,588.22,28.14,4.62,,312.84,10.49,5.9,-0.57
Pabuaran,1997,1144.95,42.98,22.4,-0.0,143.39,5.62,2.96,-1.08
Pabuaran,1998,730.77,29.93,6.47,-2.07,674.07,26.16,13.73,0.92
Pabuaran,1999,1050.54,48.14,12.8,0.35,185.83,5.32,4.9,-0.91
Pabuaran,2000,1048.35,45.06,15.71,-0.08,248.61,9.85,3.73,-0.09
Pabuaran,2001,974.16,42.2,13.59,0.13,351.0,15.64,7.01,0.31
Pabuaran,2002,757.84,30.23,12.04,-0.18,285.73,7.14,4.33,-0.55
Pabuaran,2003,841.37,39.04,11.4,-1.08,152.69,4.3,2.35,-1.75
Pabuaran,2004,903.17,40.45,10.91,-0.37,292.67,11.55,4.77,-0.42
Pabuaran,2005,1190.12,50.1,21.6,0.16,569.99,20.75,11.18,0.33
Pabuaran,2006,1024.95,52.9,11.7,-0.34,177.09,6.32,2.73,-0.7
Pabuaran,2007,971.59,44.45,13.99,-1.17,289.87,10.05,6.19,0.05
Pabuaran,2008,1597.74,55.4,30.97,1.75,163.46,6.52,3.36,-1.3
Pabuaran,2009,1028.89,45.59,19.68,0.29,260.96,9.46,4.16,0.11
Pabuaran,2010,988.91,46.55,12.95,-0.11,897.51,35.81,18.67,1.5
Pabuaran,2011,819.56,38.15,6.89,-0.59,197.58,6.87,3.48,-0.51
Pabuaran,2012,914.15,37.51,7.44,-0.07,193.02,7.39,3.04,-0.39
Pabuaran,2013,1221.02,48.2,21.33,1.03,713.49,26.07,13.22,1.44
Pabuaran,2014,1504.06,50.03,30.24,1.23,680.2,17.8,11.63,0.77
Pabuaran,2015,1145.95,50.66,24.16,0.52,154.78,6.23,1.88,-1.2
Pabuaran,2016,1003.57,45.41,13.13,-0.72,1099.7,36.51,23.62,2.15
Pabuaran,2017,733.55,31.68,6.67,0.68,471.46,15.36,9.72,0.79
Pabuaran,2018,821.58,34.56,9.45,0.26,174.74,7.87,2.46,-0.73
Pabuaran,2019,803.72,36.45,7.96,-0.65,98.97,3.04,1.68,-1.56
Pabuaran,2020,1162.57,47.65,24.56,-0.29,432.11,13.64,6.38,0.8
Pabuaran,2021,1068.09,39.71,18.28,0.42,512.71,17.87,9.34,0.48
Pabuaran,2022,823.21,36.9,6.65,0.49,714.08,28.48,13.0,0.94
Pabuaran,2023,931.73,37.13,11.22,0.23,283.86,7.46,4.25,-0.34
Pabuaran,2024,759.9,35.7,5.56,-1.07,467.89,16.73,9.68,0.32
Pabuaran,2025,1037.73,42.07,15.09,1.06,788.58,30.5,16.87,1.12
Pabuaran,2026,441.4,18.18,9.77,0.55,,,,
Palabuhanratu,1996,666.93,33.82,7.79,,391.67,15.18,7.83,-0.62
Palabuhanratu,1997,1293.5,43.61,27.04,0.21,146.92,4.96,2.55,-1.28
Palabuhanratu,1998,779.74,31.5,9.91,-1.9,681.65,30.24,12.22,0.95
Palabuhanratu,1999,1120.2,44.2,18.1,0.1,182.21,4.04,3.47,-1.06
Palabuhanratu,2000,1209.2,48.99,20.18,-0.07,341.28,15.0,5.22,0.11
Palabuhanratu,2001,1099.25,46.36,18.13,0.32,372.91,13.28,7.15,0.24
Palabuhanratu,2002,810.33,31.83,13.72,-0.33,374.97,13.33,5.32,-0.22
Palabuhanratu,2003,857.38,42.1,9.18,-1.41,191.19,7.08,3.4,-1.83
Palabuhanratu,2004,938.83,44.23,10.75,-0.53,321.63,12.52,4.33,-0.32
Palabuhanratu,2005,1292.24,53.51,26.26,0.16,649.1,23.2,12.13,0.54
Palabuhanratu,2006,1133.54,55.57,14.45,-0.34,198.09,8.85,3.51,-0.87
Palabuhanratu,2007,1057.78,43.2,19.76,-0.93,318.99,13.79,4.16,-0.04
Palabuhanratu,2008,1715.79,55.8,34.15,1.91,194.51,6.96,3.86,-1.19
Palabuhanratu,2009,1132.07,45.98,22.44,0.28,276.1,11.32,5.23,-0.03
Palabuhanratu,2010,1099.58,51.66,13.05,-0.11,926.34,39.31,17.78,1.43
Palabuhanratu,2011,838.87,38.75,6.73,-0.95,229.43,8.3,5.55,-0.47
Palabuhanratu,2012,962.26,42.67,9.09,-0.23,201.42,8.58,1.86,-0.36
Palabuhanratu,2013,1313.83,52.71,22.54,1.06,768.98,24.98,16.16,1.28
Palabuhanratu,2014,1660.84,56.58,34.6,1.48,667.29,20.33,12.71,0.74
Palabuhanratu,2015,1165.36,50.75,23.45,0.19,168.2,5.58,2.71,-1.37
Palabuhanratu,2016,1042.63,46.65,13.93,-0.83,1031.19,36.44,22.03,1.98
Palabuhanratu,2017,837.54,34.7,8.69,0.77,545.85,18.56,10.97,0.97
Palabuhanratu,2018,906.87,41.32,10.59,0.16,178.84,6.29,2.58,-0.76
Palabuhanratu,2019,939.11,39.51,10.18,-0.27,111.13,5.16,1.47,-1.43
Palabuhanratu,2020,1180.64,46.64,25.82,-0.47,445.22,17.5,7.9,0.56
Palabuhanratu,2021,1142.4,44.65,20.07,0.32,573.35,20.94,9.19,0.57
Palabuhanratu,2022,865.18,32.77,8.52,0.28,752.05,29.45,13.57,0.94
Palabuhanratu,2023,979.02,43.52,10.53,0.16,369.65,14.54,5.73,-0.12
Palabuhanratu,2024,853.28,39.54,8.8,-0.6,467.43,18.18,7.75,0.29
Palabuhanratu,2025,1191.9,45.31,16.96,1.31,940.46,35.07,21.97,1.31
Palabuhanratu,2026,589.78,20.2,12.43,0.78,,,,
Parakansalak,1996,637.47,30.43,7.37,,422.3,17.05,8.62,-0.57
Parakansalak,1997,1243.22,40.99,24.81,0.26,141.38,4.18,2.43,-1.23
Parakansalak,1998,769.96,30.49,9.19,-1.21,627.08,25.35,10.38,1.08
Parakansalak,1999,966.06,40.67,14.35,-0.25,171.29,5.18,3.87,-1.35
Parakansalak,2000,1113.58,43.93,18.09,-0.1,347.4,12.55,5.71,0.28
Parakansalak,2001,1084.81,46.17,18.78,0.63,365.19,14.58,6.96,0.26
Parakansalak,2002,831.23,36.45,13.36,-0.02,345.83,15.71,6.95,-0.27
Parakansalak,2003,812.82,36.45,8.22,-1.69,173.69,6.53,4.09,-1.99
Parakansalak,2004,933.82,38.02,10.05,-0.28,297.33,13.34,3.5,-0.2
Parakansalak,2005,1199.15,53.74,21.95,0.08,609.99,20.4,11.8,0.49
Parakansalak,2006,1094.8,52.4,12.54,-0.3,190.71,9.15,2.96,-0.89
Parakansalak,2007,1014.67,44.0,17.89,-0.83,333.83,11.16,3.78,0.05
Parakansalak,2008,1654.55,56.52,31.29,2.28,227.02,8.96,5.59,-0.81
Parakansalak,2009,1120.85,49.47,17.47,0.43,282.75,10.35,5.06,0.13
Parakansalak,2010,1089.46,50.48,12.48,0.06,888.35,33.41,16.94,1.28
Parakansalak,2011,785.52,35.71,5.18,-1.01,252.04,9.83,4.53,-0.28
Parakansalak,2012,913.96,37.16,7.79,-0.18,204.11,7.94,1.51,-0.31
Parakansalak,2013,1189.67,50.62,20.96,0.95,689.71,24.37,12.45,1.19
Parakansalak,2014,1586.18,59.5,34.33,1.57,617.14,22.29,12.85,0.74
Parakansalak,2015,1189.72,48.93,23.32,0.14,170.62,4.68,2.97,-1.41
Parakansalak,2016,988.37,45.03,14.83,-1.0,925.5,32.37,18.2,1.83
Parakansalak,2017,798.15,35.63,8.22,0.71,505.38,19.95,10.61,0.93
Parakansalak,2018,883.26,39.94,11.51,0.11,172.53,6.79,2.22,-0.8
Parakansalak,2019,882.38,39.81,6.37,-0.34,102.83,4.31,1.12,-1.4
Parakansalak,2020,1148.95,45.31,19.49,-0.37,414.94,14.53,6.75,0.32
Parakansalak,2021,1026.55,41.61,16.18,-0.2,551.29,19.05,9.48,0.54
Parakansalak,2022,803.76,34.09,6.44,0.12,724.08,29.2,10.92,0.97
Parakansalak,2023,929.06,37.39,11.72,0.21,363.15,14.23,5.79,-0.08
Parakansalak,2024,830.7,36.85,7.48,-0.73,420.15,15.26,7.38,0.09
Parakansalak,2025,1004.21,41.67,15.4,0.75,915.43,37.36,18.4,1.41
Parakansalak,2026,470.76,21.06,10.64,0.57,,,,
Parungkuda,1996,585.03,26.67,5.57,,341.97,13.56,6.9,-0.63
Parungkuda,1997,1115.49,39.03,22.54,0.18,129.38,4.11,2.17,-1.17
Parungkuda,1998,710.61,25.16,7.38,-1.05,560.17,22.24,7.84,1.12
Parungkuda,1999,882.73,38.28,10.56,-0.21,151.47,4.78,3.25,-1.35
Parungkuda,2000,991.5,39.71,15.46,-0.23,299.32,11.02,5.04,0.27
Parungkuda,2001,995.41,43.52,14.45,0.64,324.83,13.36,6.16,0.29
Parungkuda,2002,766.31,32.0,11.78,-0.03,295.81,13.55,5.02,-0.32
Parungkuda,2003,739.75,33.71,6.31,-1.71,149.44,5.81,3.27,-1.99
Parungkuda,2004,844.22,34.36,8.32,-0.31,259.95,12.28,2.53,-0.2
Parungkuda,2005,1087.98,48.29,16.99,0.03,539.45,18.72,10.76,0.48
Parungkuda,2006,1008.96,48.02,8.19,-0.28,164.94,7.67,1.6,-0.86
Parungkuda,2007,914.36,38.75,13.28,-0.91,293.48,9.84,3.25,0.06
Parungkuda,2008,1507.36,53.65,27.6,2.28,195.68,8.15,4.63,-0.8
Parungkuda,2009,1013.59,45.66,13.56,0.39,250.74,9.43,4.12,0.14
Parungkuda,2010,991.16,44.14,9.97,0.02,775.55,29.13,12.55,1.25
Parungkuda,2011,717.25,31.62,4.07,-1.03,215.33,9.37,3.72,-0.31
Parungkuda,2012,824.05,32.97,5.63,-0.2,184.16,6.53,1.32,-0.27
Parungkuda,2013,1102.5,45.8,17.75,0.99,613.58,23.3,10.06,1.24
Parungkuda,2014,1457.51,55.9,30.62,1.62,548.1,20.74,11.05,0.78
Parungkuda,2015,1089.29,47.03,20.75,0.17,153.48,4.9,2.82,-1.41
Parungkuda,2016,895.66,39.4,10.83,-0.97,825.15,30.8,15.39,1.87
Parungkuda,2017,721.85,31.81,5.35,0.65,417.21,16.94,8.55,0.8
Parungkuda,2018,799.69,33.12,8.93,0.11,149.81,5.8,2.22,-0.82
Parungkuda,2019,807.01,34.59,4.96,-0.32,89.58,3.94,0.48,-1.4
Parungkuda,2020,1053.08,41.67,16.68,-0.38,353.47,12.18,5.48,0.32
Parungkuda,2021,937.25,37.81,13.41,-0.19,481.25,16.76,8.23,0.52
Parungkuda,2022,733.7,29.96,4.42,0.14,636.0,25.02,9.21,0.98
Parungkuda,2023,847.24,33.34,8.39,0.24,314.07,12.92,4.79,-0.07
Parungkuda,2024,762.74,32.77,5.3,-0.7,373.43,14.07,5.89,0.1
Parungkuda,2025,927.65,38.17,13.01,0.82,795.28,33.63,15.27,1.37
Parungkuda,2026,424.07,18.82,8.56,0.63,,,,
Purabaya,1996,616.7,29.28,4.71,,286.11,11.27,5.89,-0.74
Purabaya,1997,1158.73,44.33,24.1,0.03,131.01,4.55,1.73,-1.19
Purabaya,1998,780.48,32.32,8.26,-1.73,711.9,27.75,14.23,1.02
Purabaya,1999,1077.61,50.09,11.12,0.52,185.21,5.79,4.85,-0.92
Purabaya,2000,1115.97,46.5,19.01,0.25,275.85,9.28,4.08,0.01
Purabaya,2001,1035.03,44.84,18.06,0.54,352.45,14.54,6.38,0.38
Purabaya,2002,798.22,31.35,12.9,0.04,299.86,8.41,5.53,-0.48
Purabaya,2003,862.95,39.23,11.83,-1.18,166.07,5.0,2.65,-1.72
Purabaya,2004,910.29,40.87,10.25,-0.31,271.66,12.34,3.8,-0.39
Purabaya,2005,1210.65,51.38,21.88,0.21,547.36,18.61,9.32,0.26
Purabaya,2006,1092.9,58.0,12.29,-0.1,174.88,6.68,2.42,-0.73
Purabaya,2007,962.86,43.0,16.2,-1.16,293.95,11.18,5.03,0.05
Purabaya,2008,1581.39,54.45,30.91,2.01,179.73,7.27,3.89,-1.28
Purabaya,2009,1029.17,45.57,17.7,0.31,261.3,8.42,5.12,0.1
Purabaya,2010,1033.43,48.55,12.69,-0.02,877.62,31.94,18.37,1.37
Purabaya,2011,788.29,36.52,4.6,-0.8,205.32,7.38,3.08,-0.46
Purabaya,2012,909.65,35.49,7.16,-0.07,199.51,7.64,3.31,-0.36
Purabaya,2013,1184.94,49.98,18.98,0.99,725.09,22.9,13.89,1.44
Purabaya,2014,1418.03,50.06,33.18,0.94,670.65,20.23,10.83,0.88
Purabaya,2015,1132.65,52.4,22.62,0.29,156.48,5.19,2.01,-1.27
Purabaya,2016,977.75,43.09,13.18,-0.92,1040.02,33.48,22.39,2.01
Purabaya,2017,732.11,31.47,5.17,0.48,486.26,15.41,11.29,0.78
Purabaya,2018,812.98,36.72,8.86,0.14,182.63,7.97,2.9,-0.75
Purabaya,2019,825.87,39.27,6.22,-0.71,102.46,3.6,1.72,-1.52
Purabaya,2020,1141.43,47.47,21.2,-0.42,405.03,10.99,5.04,0.72
Purabaya,2021,1013.26,38.26,15.21,-0.03,548.76,18.37,9.93,0.51
Purabaya,2022,794.13,34.8,5.62,0.35,731.03,30.01,14.96,0.98
Purabaya,2023,903.86,34.67,8.63,0.17,291.68,7.77,4.97,-0.28
Purabaya,2024,788.84,36.8,6.35,-1.02,473.5,15.58,8.74,0.31
Purabaya,2025,1008.82,41.44,12.86,0.97,836.42,31.7,20.93,1.22
Purabaya,2026,440.4,16.87,10.4,0.64,,,,
Sagaranten,1996,596.68,28.98,5.03,,289.56,9.69,6.28,-0.67
Sagaranten,1997,1146.18,46.14,22.54,0.04,135.52,4.39,1.69,-1.18
Sagaranten,1998,729.91,29.49,5.3,-2.07,721.65,27.61,14.24,0.99
Sagaranten,1999,1098.06,50.83,13.38,0.51,197.02,5.41,5.08,-0.83
Sagaranten,2000,1078.17,45.86,17.2,0.07,252.22,9.55,3.36,-0.14
Sagaranten,2001,964.19,42.45,14.24,0.1,342.62,15.77,5.92,0.33
Sagaranten,2002,780.24,32.34,13.05,-0.13,285.11,7.89,5.39,-0.59
Sagaranten,2003,854.27,39.81,12.14,-1.12,165.72,4.37,2.93,-1.7
Sagaranten,2004,915.94,42.19,10.59,-0.31,284.64,10.56,5.52,-0.38
Sagaranten,2005,1190.13,48.97,20.99,0.13,552.83,19.03,10.78,0.29
Sagaranten,2006,1043.02,52.74,13.13,-0.3,173.89,6.12,2.87,-0.7
Sagaranten,2007,979.66,46.87,15.43,-1.16,282.3,10.82,5.09,0.02
Sagaranten,2008,1594.07,56.81,29.25,1.78,170.35,6.06,3.79,-1.31
Sagaranten,2009,1030.67,48.13,18.56,0.3,263.29,7.89,5.69,0.15
Sagaranten,2010,1000.0,45.8,14.04,-0.15,886.66,32.61,17.69,1.47
Sagaranten,2011,808.74,37.7,6.82,-0.66,197.41,5.78,4.32,-0.5
Sagaranten,2012,910.51,35.68,7.93,-0.08,197.84,7.96,3.24,-0.37
Sagaranten,2013,1208.86,51.84,19.88,1.0,737.08,25.79,13.89,1.5
Sagaranten,2014,1476.41,48.54,30.68,1.09,695.61,17.78,10.43,0.83
Sagaranten,2015,1147.95,51.78,25.63,0.5,157.37,5.76,2.21,-1.19
Sagaranten,2016,1008.16,43.9,14.85,-0.7,1096.3,36.93,23.33,2.08
Sagaranten,2017,734.06,32.13,4.95,0.56,493.99,17.4,10.23,0.77
Sagaranten,2018,825.03,36.72,9.48,0.24,177.15,7.6,2.5,-0.75
Sagaranten,2019,809.97,36.53,7.41,-0.69,103.65,3.45,1.8,-1.53
Sagaranten,2020,1177.46,49.47,23.42,-0.29,424.39,11.53,5.12,0.81
Sagaranten,2021,1082.77,42.23,19.11,0.39,528.23,18.75,9.94,0.52
Sagaranten,2022,820.92,36.36,5.98,0.51,734.56,30.79,14.74,0.99
Sagaranten,2023,942.03,37.33,9.63,0.27,279.64,7.53,4.7,-0.33
Sagaranten,2024,782.08,36.31,5.92,-1.07,465.99,14.7,9.02,0.26
Sagaranten,2025,1042.89,41.39,14.76,1.03,775.68,30.52,17.5,1.07
Sagaranten,2026,450.06,18.35,10.53,0.62,,,,
Simpenan,1996,614.78,31.67,6.55,,355.94,12.75,6.81,-0.6
Simpenan,1997,1291.27,41.14,24.45,0.41,132.34,5.2,3.16,-1.25
Simpenan,1998,769.25,30.98,9.55,-1.95,679.07,28.4,14.87,0.84
Simpenan,1999,1008.31,40.13,13.23,0.21,187.33,4.67,2.72,-0.91
Simpenan,2000,1096.64,42.18,17.77,-0.03,290.41,12.98,3.61,0.02
Simpenan,2001,1036.52,45.27,16.78,0.36,351.68,13.45,7.05,0.25
Simpenan,2002,746.87,28.29,12.05,-0.18,339.53,12.21,7.16,-0.32
Simpenan,2003,837.7,40.16,8.34,-1.18,167.4,6.27,2.27,-1.76
Simpenan,2004,903.52,42.01,8.67,-0.36,300.44,13.47,3.39,-0.37
Simpenan,2005,1255.8,53.31,24.32,0.4,603.53,24.1,10.66,0.51
Simpenan,2006,1062.42,53.78,12.86,-0.16,184.28,7.66,3.12,-0.78
Simpenan,2007,991.56,43.97,17.27,-0.92,296.01,12.32,4.04,0.02
Simpenan,2008,1655.43,56.36,33.1,2.06,177.72,7.5,3.48,-1.22
Simpenan,2009,1056.78,44.05,21.26,0.35,263.06,10.79,4.4,-0.01
Simpenan,2010,1021.32,46.57,12.1,0.04,908.47,37.44,17.9,1.49
Simpenan,2011,805.75,35.46,6.02,-0.63,207.9,8.68,4.56,-0.5
Simpenan,2012,938.96,39.98,8.93,-0.04,183.09,7.2,2.33,-0.41
Simpenan,2013,1185.47,49.24,20.87,0.95,735.09,24.87,14.51,1.29
Simpenan,2014,1434.54,49.66,28.09,1.16,655.88,19.19,11.99,0.74
Simpenan,2015,1038.26,48.66,17.76,0.01,153.88,3.96,1.78,-1.33
Simpenan,2016,951.27,43.31,12.7,-1.0,1075.34,35.7,21.83,2.15
Simpenan,2017,744.9,27.9,5.88,0.73,503.11,17.61,10.84,0.94
Simpenan,2018,807.85,38.45,7.04,0.09,167.47,6.24,3.2,-0.77
Simpenan,2019,840.11,40.36,7.42,-0.55,103.99,4.4,2.12,-1.5
Simpenan,2020,1076.46,44.88,21.58,-0.59,424.15,13.86,7.25,0.6
Simpenan,2021,1022.34,38.08,15.71,0.25,552.09,20.04,9.06,0.52
Simpenan,2022,783.12,31.32,6.41,0.16,744.77,29.4,14.12,1.0
Simpenan,2023,886.94,37.32,8.95,-0.04,312.19,11.74,5.38,-0.26
Simpenan,2024,763.46,32.63,6.77,-0.91,490.58,18.46,8.19,0.44
Simpenan,2025,1057.26,42.09,15.19,1.15,831.35,31.63,20.5,1.14
Simpenan,2026,479.75,19.65,8.91,0.58,,,,
Sukalarang,1996,698.79,33.52,9.47,,323.13,11.71,5.52,-0.76
Sukalarang,1997,1257.83,42.46,27.74,0.01,126.12,4.57,1.86,-1.08
Sukalarang,1998,848.85,31.52,11.46,-1.13,653.74,25.81,13.11,1.16
Sukalarang,1999,1053.65,46.26,15.87,0.1,166.08,5.67,3.51,-1.16
Sukalarang,2000,1111.01,46.21,19.13,-0.01,344.64,11.16,7.69,0.31
Sukalarang,2001,1161.4,49.79,22.46,0.75,362.67,14.27,6.17,0.29
Sukalarang,2002,935.82,37.32,14.65,0.22,296.03,10.6,4.97,-0.45
Sukalarang,2003,864.45,37.5,8.32,-1.64,173.02,5.72,2.51,-1.86
Sukalarang,2004,945.08,43.15,10.42,-0.49,282.74,10.8,4.79,-0.09
Sukalarang,2005,1201.74,53.6,21.92,-0.14,565.63,17.93,9.91,0.33
Sukalarang,2006,1213.34,57.68,14.08,0.1,174.08,6.74,1.93,-0.77
Sukalarang,2007,972.59,42.29,16.93,-1.33,292.95,10.46,4.4,0.05
Sukalarang,2008,1594.35,58.33,29.28,1.88,205.62,6.97,4.05,-0.95
Sukalarang,2009,1130.84,50.5,21.39,0.3,256.09,10.03,4.92,0.06
Sukalarang,2010,1092.81,50.28,11.42,-0.21,867.94,26.28,17.47,1.33
Sukalarang,2011,827.97,39.19,6.25,-0.96,222.45,7.95,3.26,-0.31
Sukalarang,2012,921.24,37.79,6.41,-0.3,219.19,7.13,2.52,-0.24
Sukalarang,2013,1255.64,55.5,24.02,0.94,687.7,23.44,13.7,1.48
Sukalarang,2014,1634.93,60.04,35.83,1.43,621.91,17.79,11.71,0.88
Sukalarang,2015,1259.75,50.63,22.2,0.16,149.02,4.35,1.86,-1.45
Sukalarang,2016,1031.27,47.83,12.85,-0.99,933.32,34.81,20.72,1.9
Sukalarang,2017,849.98,33.84,11.07,0.51,372.81,15.78,5.69,0.46
Sukalarang,2018,945.52,40.99,11.52,0.38,157.37,6.32,2.05,-0.8
Sukalarang,2019,929.89,42.23,7.01,-0.4,102.01,3.25,0.43,-1.37
Sukalarang,2020,1217.8,49.43,21.92,-0.42,358.6,9.38,6.25,0.43
Sukalarang,2021,1107.74,43.35,17.46,-0.01,525.36,19.1,10.05,0.49
Sukalarang,2022,854.48,38.05,6.32,0.41,652.99,24.03,11.49,0.95
Sukalarang,2023,1008.77,39.51,13.5,0.59,272.65,9.06,5.63,-0.34
Sukalarang,2024,877.95,41.7,6.58,-0.85,412.64,15.32,8.42,-0.03
Sukalarang,2025,1096.94,45.66,13.36,0.84,855.62,31.83,20.69,1.49
Sukalarang,2026,426.72,19.17,9.04,0.7,,,,
Sukaraja,1996,695.54,33.59,9.46,,335.67,12.78,6.01,-0.73
Sukaraja,1997,1273.79,42.11,27.85,0.03,126.99,4.84,1.73,-1.09
Sukaraja,1998,866.08,33.56,12.1,-1.05,666.33,26.25,12.95,1.18
Sukaraja,1999,1055.8,46.35,16.44,0.05,163.38,5.59,3.05,-1.2
Sukaraja,2000,1121.41,46.39,19.79,-0.01,341.95,11.06,7.63,0.28
Sukaraja,2001,1172.65,51.04,23.31,0.77,363.61,13.88,6.4,0.28
Sukaraja,2002,936.06,36.85,14.99,0.21,302.34,11.11,5.43,-0.42
Sukaraja,2003,876.35,37.84,8.85,-1.64,177.09,5.93,2.51,-1.86
Sukaraja,2004,950.91,42.92,11.17,-0.49,285.67,10.82,4.79,-0.12
Sukaraja,2005,1219.73,53.85,22.62,-0.1,570.65,17.51,10.0,0.32
Sukaraja,2006,1219.35,57.4,13.68,0.08,176.57,6.9,2.31,-0.77
Sukaraja,2007,990.08,42.62,17.53,-1.28,300.71,10.47,4.72,0.06
Sukaraja,2008,1611.45,58.65,29.91,1.9,207.83,6.85,3.96,-0.94
Sukaraja,2009,1142.49,50.24,21.39,0.32,259.99,9.93,5.01,0.06
Sukaraja,2010,1106.69,51.25,12.14,-0.18,878.16,26.86,18.02,1.29
Sukaraja,2011,830.76,38.1,6.16,-0.98,227.26,8.06,3.59,-0.31
Sukaraja,2012,929.31,37.82,6.95,-0.28,220.46,7.19,2.68,-0.23
Sukaraja,2013,1255.36,55.35,24.27,0.94,694.03,23.3,13.66,1.47
Sukaraja,2014,1632.14,60.0,35.91,1.42,623.53,18.37,11.89,0.88
Sukaraja,2015,1256.62,50.02,22.06,0.15,151.1,4.87,2.01,-1.44
Sukaraja,2016,1032.87,47.3,13.56,-1.01,945.41,34.41,20.44,1.93
Sukaraja,2017,846.95,34.3,10.69,0.49,381.17,15.49,6.32,0.49
Sukaraja,2018,938.42,41.76,11.53,0.34,158.37,6.21,2.05,-0.8
Sukaraja,2019,931.16,42.46,7.3,-0.39,100.77,3.27,0.27,-1.38
Sukaraja,2020,1213.74,49.32,22.15,-0.46,366.26,9.86,6.4,0.46
Sukaraja,2021,1099.42,42.61,17.39,-0.05,533.31,19.15,10.84,0.49
Sukaraja,2022,852.28,38.31,6.47,0.4,668.45,24.9,11.72,0.96
