Kecamatan,year,CH_DJF,R10_DJF,R20_DJF,SPI3_DJF,CH_JJA,R10_JJA,R20_JJA,SPI3_JJA
Tegalbuleud,2013.0,1138.29,45.43,21.63,0.91,878.48,27.42,17.47,1.47
Tegalbuleud,2014.0,1406.64,46.55,24.93,1.1,897.94,19.96,15.61,0.82
Tegalbuleud,2015.0,1049.6,44.96,18.97,0.47,176.92,7.41,1.22,-1.05
Tegalbuleud,2016.0,907.2,39.57,10.66,-0.78,1454.3,37.82,29.09,2.25
Tegalbuleud,2017.0,754.15,31.66,5.61,0.76,608.69,16.45,10.45,0.81
Tegalbuleud,2018.0,807.44,36.8,8.01,0.33,198.14,6.52,4.2,-0.73
Tegalbuleud,2019.0,686.25,28.2,4.98,-0.8,116.72,3.0,1.37,-1.57
Tegalbuleud,2020.0,1023.97,41.16,16.5,-0.65,545.72,17.25,10.64,0.89
Tegalbuleud,2021.0,1130.8,44.21,17.17,1.02,575.66,20.68,13.04,0.41
Tegalbuleud,2022.0,780.1,33.79,6.7,0.45,770.48,28.09,14.71,0.82
Tegalbuleud,2023.0,931.23,35.92,12.48,0.35,312.31,9.14,5.95,-0.46
Tegalbuleud,2024.0,678.75,31.51,3.04,-1.22,578.06,18.94,10.27,0.32
Tegalbuleud,2025.0,1069.11,37.3,16.84,1.16,796.87,26.86,17.73,0.9
Tegalbuleud,2026.0,444.34,19.18,10.38,0.54,,,,
Waluran,1996.0,550.11,26.83,6.64,,328.58,10.87,4.75,-0.41
Waluran,1997.0,1233.39,44.44,23.43,0.22,138.18,5.43,3.36,-1.23
Waluran,1998.0,692.14,27.95,7.55,-2.29,664.17,27.98,12.65,0.94
Waluran,1999.0,1096.44,50.47,15.28,0.53,200.85,5.7,3.32,-0.83
Waluran,2000.0,1058.47,44.98,14.67,-0.04,239.56,9.19,4.86,-0.15
Waluran,2001.0,947.19,41.57,15.38,-0.02,345.36,13.92,9.41,0.24
Waluran,2002.0,731.73,27.87,13.86,-0.24,297.98,7.8,4.63,-0.46
Waluran,2003.0,819.26,36.81,11.8,-1.0,140.4,6.14,1.12,-1.75
Waluran,2004.0,908.83,38.34,11.42,-0.38,312.52,12.42,3.91,-0.45
Waluran,2005.0,1181.85,46.89,23.2,0.47,627.38,23.65,10.65,0.63
Waluran,2006.0,992.22,45.87,13.41,-0.29,178.02,7.03,2.92,-0.73
Waluran,2007.0,997.43,47.87,15.47,-0.96,288.57,11.44,5.07,0.01
Waluran,2008.0,1607.14,54.68,32.9,1.8,163.22,6.92,3.73,-1.28
Waluran,2009.0,1035.3,41.72,22.18,0.33,263.83,9.2,6.51,0.07
Waluran,2010.0,916.56,41.51,11.26,-0.21,922.35,37.0,20.05,1.59
Waluran,2011.0,828.54,36.73,7.02,-0.38,208.01,7.26,2.94,-0.49
Waluran,2012.0,921.54,37.18,10.07,-0.06,177.54,5.0,1.66,-0.5
Waluran,2013.0,1181.55,44.14,20.04,1.0,699.5,21.75,14.53,1.26
Waluran,2014.0,1404.63,49.21,27.33,1.11,675.62,16.89,11.57,0.64
Waluran,2015.0,1054.79,47.23,20.53,0.28,153.79,4.25,1.16,-1.16
Waluran,2016.0,978.5,44.09,11.89,-0.72,1183.73,36.81,23.59,2.34
Waluran,2017.0,774.87,33.2,6.35,0.77,487.13,15.44,10.55,0.89
Waluran,2018.0,806.8,35.71,9.83,0.07,182.7,5.94,3.41,-0.65
Waluran,2019.0,759.47,35.35,7.26,-0.85,96.55,3.22,0.42,-1.57
Waluran,2020.0,1084.68,44.94,23.57,-0.52,441.13,15.28,9.97,0.71
Waluran,2021.0,1078.4,42.27,17.28,0.7,501.36,21.15,8.86,0.4
Waluran,2022.0,789.52,34.18,6.41,0.2,674.84,25.59,13.6,0.84
Waluran,2023.0,937.06,39.28,12.23,0.2,283.32,11.31,3.85,-0.44
Waluran,2024.0,750.29,35.11,5.54,-1.21,507.42,18.65,8.94,0.5
Waluran,2025.0,1097.9,37.94,17.97,1.33,739.11,28.93,15.25,0.95
Waluran,2026.0,464.21,19.71,8.27,0.45,,,,
Warudoyong,1996.0,627.37,30.42,7.49,,355.43,14.52,7.0,-0.63
Warudoyong,1997.0,1163.7,41.54,23.02,0.11,143.63,6.23,2.16,-1.04
Warudoyong,1998.0,804.31,32.49,11.57,-1.11,679.02,25.27,14.06,1.14
Warudoyong,1999.0,975.19,44.54,9.73,-0.05,172.55,6.58,3.58,-1.15
Warudoyong,2000.0,1067.46,45.27,14.97,0.03,318.94,9.87,7.05,0.17
Warudoyong,2001.0,1080.45,51.89,18.24,0.73,351.09,12.61,5.92,0.26
Warudoyong,2002.0,839.76,34.6,14.15,0.11,307.07,9.37,5.54,-0.35
Warudoyong,2003.0,816.75,33.19,7.19,-1.62,186.14,5.73,2.93,-1.83
Warudoyong,2004.0,872.12,38.37,8.55,-0.52,285.92,13.28,4.14,-0.23
Warudoyong,2005.0,1147.79,51.99,20.95,-0.05,556.47,18.8,11.81,0.26
Warudoyong,2006.0,1108.56,56.13,10.63,-0.06,176.39,7.31,2.7,-0.77
Warudoyong,2007.0,926.25,39.15,13.13,-1.25,310.42,10.76,5.47,0.05
Warudoyong,2008.0,1483.04,54.47,24.61,1.79,203.9,6.92,3.87,-0.98
Warudoyong,2009.0,1033.89,44.65,14.84,0.22,264.56,9.65,5.79,0.04
Warudoyong,2010.0,1025.08,46.64,10.25,-0.13,892.94,29.42,17.77,1.22
Warudoyong,2011.0,745.24,32.81,4.07,-1.09,219.22,7.81,3.42,-0.37
Warudoyong,2012.0,849.83,35.06,7.57,-0.34,208.75,7.71,1.56,-0.24
Warudoyong,2013.0,1166.37,51.27,19.59,0.97,707.93,23.27,13.78,1.44
Warudoyong,2014.0,1494.51,57.05,32.11,1.38,631.34,20.33,11.44,0.86
Warudoyong,2015.0,1153.9,50.86,22.15,0.19,147.73,5.52,1.5,-1.44
Warudoyong,2016.0,973.46,43.39,12.56,-0.91,983.75,33.3,20.86,2.06
Warudoyong,2017.0,783.09,30.02,7.78,0.61,414.24,14.91,8.7,0.65
Warudoyong,2018.0,856.5,37.64,8.99,0.32,154.16,6.2,2.46,-0.85
Warudoyong,2019.0,865.34,37.89,6.74,-0.3,98.35,3.65,0.41,-1.42
Warudoyong,2020.0,1125.79,44.25,20.07,-0.44,393.9,10.17,4.81,0.53
Warudoyong,2021.0,1003.4,39.72,14.7,-0.02,540.74,19.83,10.13,0.51
Warudoyong,2022.0,792.77,35.82,6.17,0.41,691.5,24.81,12.44,0.91
Warudoyong,2023.0,923.53,38.54,7.21,0.53,276.67,11.05,2.94,-0.32
Warudoyong,2024.0,818.19,40.08,4.68,-0.68,431.42,14.54,9.0,0.12
Warudoyong,2025.0,1029.27,40.82,13.9,0.9,866.96,33.32,18.97,1.32
Warudoyong,2026.0,410.27,18.73,8.25,0.8,,,,
Warungkiara,1996.0,590.1,28.33,4.44,,315.93,13.14,4.96,-0.6
Warungkiara,1997.0,1144.09,40.56,25.15,0.28,129.77,4.63,2.91,-1.06
Warungkiara,1998.0,742.37,29.88,9.08,-1.58,617.95,25.04,11.49,1.0
Warungkiara,1999.0,935.74,42.21,8.53,0.08,147.83,4.06,2.72,-1.14
Warungkiara,2000.0,1051.99,44.62,16.38,0.12,266.21,12.23,3.19,0.07
Warungkiara,2001.0,981.64,43.59,13.68,0.51,330.17,12.26,5.92,0.28
Warungkiara,2002.0,727.35,27.88,10.95,-0.1,300.71,10.29,5.53,-0.31
Warungkiara,2003.0,772.05,36.21,6.62,-1.43,150.26,5.46,2.56,-1.83
Warungkiara,2004.0,827.26,38.25,7.35,-0.44,267.17,11.94,4.03,-0.33
Warungkiara,2005.0,1151.29,49.6,19.62,0.2,518.94,19.72,9.67,0.4
Warungkiara,2006.0,1010.47,52.04,9.65,-0.19,169.71,6.4,2.56,-0.74
Warungkiara,2007.0,908.66,40.59,12.67,-1.0,266.26,11.79,3.55,0.04
Warungkiara,2008.0,1521.25,52.2,30.98,2.07,159.46,7.39,2.68,-1.18
Warungkiara,2009.0,986.98,41.77,16.06,0.32,244.67,9.58,3.22,0.05
Warungkiara,2010.0,973.11,44.38,10.15,-0.02,786.65,34.42,14.04,1.36
Warungkiara,2011.0,719.94,31.65,4.52,-0.93,191.66,7.35,3.64,-0.46
Warungkiara,2012.0,839.78,33.55,6.61,-0.25,173.97,6.3,1.28,-0.35
Warungkiara,2013.0,1106.18,49.25,17.09,0.97,663.4,23.36,12.34,1.37
Warungkiara,2014.0,1414.3,51.25,29.4,1.43,592.59,20.53,11.89,0.79
Warungkiara,2015.0,1054.35,49.29,18.03,0.17,142.12,3.61,2.26,-1.37
Warungkiara,2016.0,913.61,42.13,10.83,-0.9,919.42,30.45,17.97,2.06
Warungkiara,2017.0,710.88,28.31,4.91,0.64,440.63,17.56,10.79,0.88
Warungkiara,2018.0,766.91,34.98,7.07,0.14,143.71,5.28,2.36,-0.84
Warungkiara,2019.0,798.1,36.46,5.11,-0.38,93.13,3.73,1.02,-1.48
Warungkiara,2020.0,1041.77,43.03,18.17,-0.41,365.79,12.29,5.19,0.53
Warungkiara,2021.0,939.11,36.87,12.25,0.0,485.64,18.18,7.42,0.5
Warungkiara,2022.0,729.22,28.18,5.28,0.23,655.78,27.73,11.98,0.95
Warungkiara,2023.0,825.39,34.03,7.14,0.05,281.28,9.45,5.36,-0.21
Warungkiara,2024.0,737.12,31.6,3.89,-0.75,416.42,15.99,6.48,0.31
Warungkiara,2025.0,960.6,36.14,13.26,0.95,760.67,30.81,18.42,1.25
Warungkiara,2026.0,446.66,19.5,8.45,0.72,,,,
